episode_id,person_id,person_name,age,事実密度,composite_score
EP-2512074033,PAD7299B,竹田恆和,43.0,2.38,541.1
EP-2512074036,P5F7B982,髙藤直寿,28.0,2.58,527.2
EP-251130048,PB2BDFF7,さくらんぼの小坊主,28.0,2.58,493.8
EP-2512072262,PD39784B,野口五郎,25.0,2.47,552.8
EP-2512074744,P5266D5D,ヨハン・シュトラウス2世,45.0,3.17,567.2
EP-2512074746,P38F7CE6,シューマン,30.0,3.29,525.5
EP-2512074749,P4F863D2,チャールス・ダーウィン,52.0,2.79,510.7
EP-2512074756,PE00F724,阿久悠,45.0,2.38,541.7
EP-2512073896,PB77E1C9,飯田亮,60.0,2.8,516.3
EP-2512072997,P48B6814,市川右太衛門,45.0,2.8,541.9
EP-2512073000,P280B118,長谷川一夫,35.0,1.71,488.5
EP-2512072597,P40A86BC,西川美和,35.0,3.19,480.5
EP-2512072598,P03F4135,深川栄洋,45.0,2.0,498.1
EP-2512072599,PE63CE40,歌舞伎俳優・中村勘九郎,35.0,2.8,547.4
EP-2512072600,P1C53DEE,書道家・金澤翔子,28.0,3.38,560.8
EP-2512072601,PAF90FFA,陶芸家・十四代酒井田柿右衛門,50.0,3.34,632.9
EP-2512072602,PBA4F120,加山又造,45.0,3.0,496.8
EP-2512072603,P97A090E,谷口吉生,55.0,3.46,568.1
EP-2512072604,P07B83A4,音楽家・千住明,40.0,3.38,539.3
EP-2512072605,P5A093B6,染織家・志村ふくみ,60.0,1.71,526.0
EP-2512072607,P03245EA,漆芸家・室瀬和美,52.0,3.19,500.6
EP-2512072610,P339C643,陶芸家・樂吉左衞門,55.0,2.38,483.1
EP-2512072616,P717B4DE,書家・石川九楊,55.0,2.58,508.9
EP-2512072618,P6C3D17A,ヴィンセント・ヴァン・ゴッホ,37.0,3.29,590.2
EP-2512072619,P7ED53F1,ロダン,50.0,2.5,529.6
EP-2512075216,P8A6C5C5,苫米地英人,40.0,2.8,515.6
EP-2512074878,P21663C2,龍造寺隆信,45.0,1.0,397.8
EP-2512074879,PCF79538,九鬼嘉隆,40.0,1.0,519.6
EP-2512074885,P59A7A30,山中鹿介,28.0,2.31,481.8
EP-2512074887,P6578F22,ニュートン,25.0,1.92,517.8
EP-2512074890,P24D72F5,エル・グレコ,40.0,3.08,485.0
EP-2512074562,P7C71B2E,山尾志桜里,42.0,3.38,526.2
EP-2512074563,PDD7ECFB,森田実,65.0,2.96,537.1
EP-2512074564,P196B212,片山さつき,55.0,2.8,479.5
EP-2512074565,P71FF654,河野洋平,60.0,1.71,567.4
EP-2512074566,P1D670D6,青木幹雄,66.0,2.58,503.3
EP-2512074575,P63C44FD,レヒ・ワレサ,37.0,3.38,485.0
EP-251130058,PC417E63,井原西鶴,40.0,3.2,507.8
EP-2512075499,P9090FCB,尾崎紅葉,35.0,3.0,520.1
EP-2512075500,PE36EDB8,国木田独歩,30.0,2.09,509.5
EP-2512075502,P2BEB488,佐藤春夫,35.0,1.71,499.3
EP-2512075505,PD94F063,ヴィクトル・ユーゴー,40.0,3.27,491.4
EP-2512075507,P6B75469,ルイス・キャロル,33.0,3.2,512.9
EP-2512075508,P6E7AB73,アントン・チェーホフ,35.0,2.58,521.8
EP-2512074816,P5835E4F,土井利忠,35.0,3.38,637.9
EP-2512074818,P88BB57D,城戸淳二,38.0,2.8,552.3
EP-2512074820,PF2EFB1B,岡崎恒子,35.0,2.8,581.6
EP-2512074821,P07E99A0,山田昌尚,45.0,2.2,574.5
EP-2512074822,P6CB7745,増田靖,38.0,3.38,530.4
EP-2512074823,P5C3984A,古川俊夫,42.0,3.38,502.2
EP-2512074824,P912569D,小野寺秀俊,40.0,1.62,544.2
EP-2512074827,P40575D6,Katalin Karikó,55.0,3.38,568.5
EP-2512071516,P16A968C,レディオヘッド,32.0,3.38,498.5
EP-251207607,P9440C74,大塚製薬創業者大塚正士,35.0,2.8,519.8
EP-251207616,P0B30191,古河潤吉,45.0,2.4,535.2
EP-251207623,P80685E2,コカ・コーラ創業者ジョン・ペンバートン,46.0,3.07,529.9
EP-2512071250,P51DB463,林家ペー・パー子,50.0,2.09,556.4
EP-2512071253,P6A18171,真矢ミキ,45.0,3.38,501.6
EP-2512071256,PAD420BC,菊川怜,28.0,3.38,525.5
EP-2512071265,P987F6E6,伊武雅刀,45.0,3.38,518.9
EP-251130065,PE81001C,今井むつみ,45.0,2.09,504.9
EP-2512075264,PE12FD3A,鷲田清一,52.0,2.8,505.1
EP-2512075265,P85D6023,加藤陽子,45.0,1.71,548.7
EP-2512074951,P55B6CC2,桜井政博,32.0,3.38,538.0
EP-2512074952,PD1D159D,加藤一彦,45.0,3.38,518.3
EP-2512074962,PA03D6C8,澤野弘之,32.0,3.38,530.9
EP-251130067,PEA0D029,上村松園,38.0,3.38,505.0
EP-2512075250,P75190D3,谷口恒雄,42.0,3.18,490.3
EP-2512075252,PCDF3127,宝塚歌劇団創設者小林一三,44.0,3.38,636.4
EP-251130068,P8DED959,所眞理雄,52.0,2.09,553.6
EP-2512073560,P0157E09,藤田誠,55.0,3.18,583.0
EP-2512073561,PC70FD03,中西重忠,62.0,2.8,546.3
EP-2512073562,PFA810F1,桜井政成,45.0,2.8,546.7
EP-2512073564,PF1F52DB,新井紀子,51.0,1.71,578.5
EP-2512073567,PBBC738B,柴田崇徳,52.0,3.38,549.0
EP-2512073568,PC2EDFE4,古井貞煕,75.0,3.18,564.8
EP-2512073570,P1B0144C,ルイ・パスツール,40.0,1.92,481.3
EP-2512073571,PCDA6598,アントワーヌ・ラヴォアジエ,35.0,2.2,574.1
EP-2512073572,PD15CB0E,ベンジャミン・フランクリン,40.0,2.2,544.0
EP-2512073573,P50537BD,ドミトリ・メンデレーエフ,35.0,2.2,495.2
EP-2512073574,P9E1E40F,マイケル・ファラデー,40.0,2.2,583.3
EP-2512073575,PAC4FBA3,ヨハネス・ケプラー,38.0,2.79,587.3
EP-251130070,PD4230E7,田中秀征,52.0,1.71,495.6
EP-2512073455,P19A66AB,古川元久,42.0,2.58,511.8
EP-2512073457,P66E86A4,武田邦彦,58.0,2.0,391.5
EP-2512073462,P5A09416,猪口邦子,45.0,3.38,525.7
EP-2512073463,P8F89B3D,与謝野馨,58.0,2.09,536.1
EP-2512073466,PD4230E7,田中秀征,48.0,1.71,486.8
EP-2512073468,P454E1CA,鈴木宗男,52.0,2.96,525.0
EP-2512073469,P9B6F2EE,加藤の乱加藤紘一,61.0,1.71,484.9
EP-2512073475,PE968CD1,ルラ・ダ・シルヴァ,55.0,3.38,519.2
EP-2512072404,P8A93173,小島太,31.0,2.2,513.9
EP-2512072406,P28CFB2C,野間口貴彦,28.0,1.79,498.0
EP-2512074931,P7B67D57,あいだももか,22.0,3.17,509.9
EP-2512073442,P14C4F68,江守徹,45.0,3.18,495.1
EP-2512073443,P0059DA4,桃太郎侍・高橋英樹,40.0,3.19,546.2
EP-2512073444,P9F6C108,小松政夫,45.0,3.38,487.1
EP-2512073445,PAC6753A,あき竹城,48.0,3.38,595.5
EP-2512073452,P17780ED,坂上忍以外の坂上,25.0,3.38,497.1
EP-251130076,P2212D3A,川崎重工創業者川崎正蔵,45.0,1.62,511.2
EP-2512072906,P073D85D,京セラ創業者稲盛和夫,35.0,2.38,495.1
EP-2512072907,PC2E0672,カシオ創業者樫尾忠雄,42.0,3.38,483.4
EP-2512072908,P987E1E8,ヤマト運輸中興の祖小倉昌男,55.0,2.58,532.8
EP-2512072916,PF12A6FD,ワコール創業者塚本幸一,44.0,3.38,490.4
EP-2512072918,P2E5A169,不二家創業者藤井林右衛門,42.0,3.18,581.4
EP-2512072925,P70635DC,ザッポス創業者トニー・シェイ,32.0,3.38,488.4
EP-251130077,PC9F08C7,森本雅樹,45.0,2.8,572.7
EP-2512072749,PDD1D606,フリードリッヒ・ニーチェ,35.0,2.58,552.1
EP-2512072751,PF3425E4,アルフレッド・ウェゲナー,35.0,3.38,558.1
EP-2512072755,P6893B96,古在由秀,52.0,2.8,499.7
EP-2512072756,PE197534,有馬朗人,58.0,2.09,488.0
EP-2512072758,P3B0B39B,長倉三郎,48.0,3.0,518.8
EP-2512072761,PDE1790F,柏原正樹,42.0,1.71,516.3
EP-251130078,P05EA89C,ガウス,25.0,2.3,554.6
EP-2512074233,PA626B15,中江藤樹,35.0,1.0,484.6
EP-2512074237,P982C3B1,神山健治,35.0,2.38,568.8
EP-2512072356,P886C44E,森口真司,28.0,1.71,374.9
EP-2512073176,PEA5D45C,森脇浩司,29.0,3.38,509.2
EP-2512073183,P3F97F0A,和田豊,38.0,3.38,583.4
EP-2512075604,PEBD30FD,源実朝,28.0,2.5,495.0
EP-2512075605,PE51CD2C,後醍醐天皇,45.0,1.62,491.1
EP-2512075612,P132E686,横井小楠,55.0,1.0,542.5
EP-2512075615,P92B2059,ズールー王シャカ,40.0,3.07,509.9
EP-2512075635,P2AB7BB6,宮下裕彦,42.0,2.8,586.7
EP-2512075638,PB829CD9,夢枕獏,40.0,2.8,504.3
EP-2512075640,PD102009,荒川弘,32.0,2.8,526.7
EP-2512075643,P9BDB004,桂正和,35.0,2.8,501.2
EP-251207507,P90E4AC0,浅利慶太,45.0,3.08,495.5
EP-251207509,P0A9BBAE,歌舞伎・市川海老蔵,38.0,3.0,482.0
EP-251207523,P6E63A05,佐藤浩市,52.0,3.38,505.6
EP-251207526,PDE37F3D,お笑い・とんねるず木梨憲武,45.0,2.0,499.6
EP-2512075694,P4CF4141,魯山人,45.0,2.47,507.3
EP-2512075695,PDF73A6E,田中一村,50.0,1.71,380.4
EP-2512075696,P8BC6F8E,亀井勝一郎,48.0,1.71,585.4
EP-2512075697,P2ABFDC1,宝塚歌劇団創始者小林一三,55.0,3.19,485.1
EP-2512072115,P446F173,中嶋朋子,38.0,3.18,544.4
EP-2512075676,PAB5ED77,安田菜津紀,28.0,2.8,503.4
EP-2512075679,PE301FD2,室井佑月,42.0,2.0,491.6
EP-2512075682,P146F44C,岡田克也,45.0,1.71,482.6
EP-2512072279,PD475708,重光武雄,55.0,2.58,492.0
EP-2512072281,P5B9CAF1,清水喜助,38.0,2.12,518.5
EP-2512072283,P9EC94F9,高原慶一朗,55.0,3.18,518.8
EP-2512072286,P465E2E0,上原正吉,38.0,2.09,530.2
EP-2512072291,P0B83B3A,大塚正士,40.0,2.8,489.4
EP-251207765,P931157A,歌川国貞,40.0,1.62,494.4
EP-251207769,P6EAD262,押見修造,32.0,2.0,498.7
EP-251207774,PAF1BC4D,ストラヴィンスキー,35.0,3.38,495.5
EP-2512075591,P9FC9E50,石田ゆうすけ,32.0,2.58,532.5
EP-2512075593,PBF75841,猿橋勝子,38.0,3.38,514.0
EP-2512075598,P299E094,吉田類,45.0,3.38,486.7
EP-2512074423,PFE3998A,緒方正清,40.0,1.8,497.3
EP-2512074424,P8FEB06A,長与又郎,45.0,1.92,504.2
EP-2512074425,PEB6E741,佐々木隆興,50.0,1.92,582.2
EP-2512074426,P9A13DFE,八代嘉美,38.0,2.8,561.5
EP-2512074428,PB21A952,水野毅,42.0,2.79,543.3
EP-2512074431,PCD10ADB,エルンスト・ハッケル,45.0,2.2,573.8
EP-2512074432,P5E0C031,イヴァン・セチェーノフ,38.0,2.2,539.1
EP-2512074438,PFE9EEF0,倉田百三,42.0,1.71,516.1
EP-251130094,P31E16A2,徳冨蘆花,35.0,1.71,546.3
EP-2512072933,P92D94A0,立原正秋,40.0,2.8,521.5
EP-2512072944,PEAC8C7D,坂東眞理子,52.0,3.18,490.3
EP-2512072950,P6E7AB73,アントン・チェーホフ,35.0,2.2,481.0
EP-2512072951,PE88E31,フランツ・カフカ,38.0,3.38,533.6
EP-251207966,P6BA04DD,エウクレイデス,40.0,1.01,537.5
EP-251207982,P465B3AF,田邊元,50.0,2.47,581.9
EP-251207983,P46110E2,木村栄,40.0,1.71,515.4
EP-251207989,P8DE4364,カール・ロジャーズ,40.0,3.38,516.6
EP-2512071633,P6812A75,ニック・ケイヴ,45.0,3.38,508.6
EP-2512071634,PC625F77,カール・オルフ,48.0,3.46,629.5
EP-2512071206,P3971B5F,李明博,67.0,3.34,533.2
EP-2512071210,P56C98FC,李登輝,65.0,1.71,498.8
EP-2512071211,P35CF8B1,ジンバブエ・ムガベ,56.0,3.38,490.6
EP-251201099,PC8E74FF,椎名軽穂,32.0,2.8,520.2
EP-2512072961,P7CE2C5B,田村由美,35.0,3.38,514.1
EP-2512072968,P919C9CE,關智一,28.0,3.38,494.6
EP-2512072974,P44395AA,尾田栄一郎,25.0,3.18,581.4
EP-2512072975,PDFDF9D5,久保帯人,25.0,3.38,544.7
EP-2512072982,P57C6C4D,きくちゆうき,30.0,1.71,533.1
EP-2512074673,PB7B8338,吉田健一,40.0,3.19,516.5
EP-2512074675,P0D9360F,森村誠一,50.0,2.0,488.5
EP-2512074679,PA9BF686,橋幸夫,25.0,2.96,535.2
EP-2512073356,PFF4AAE2,江戸川コナン,35.0,2.58,560.9
EP-2512073361,PDD0A5FB,加藤蓮,25.0,2.8,562.9
EP-2512074099,P5F50783,真田信繁,48.0,3.47,486.3
EP-2512074101,PD68AC25,安重根,30.0,3.18,493.0
EP-2512074103,P9634631,フランシス・ザビエル,46.0,3.29,500.2
EP-2512074111,P552BE33,太公望,72.0,1.21,383.9
EP-2512074115,P72EC6CD,呂布,39.0,1.62,506.7
EP-2512075306,PD3709FE,King Gnu井口理,32.0,2.09,561.7
EP-251201104,P93411CF,黄長燁,52.0,2.96,558.7
EP-2512074293,P5222E70,福岡伸一,45.0,1.21,510.4
EP-2512074295,P2D30A7A,佐藤勝昭,60.0,2.09,499.2
EP-2512074305,P50A7FA3,ダヴィンチ,35.0,1.92,487.6
EP-2512074306,P0F100A1,オーム,38.0,1.21,485.9
EP-2512074307,PF419844,アンペール,45.0,2.79,549.8
EP-2512074308,P8679809,ボルタ,55.0,3.08,529.0
EP-2512074310,PB194D17,ヘルツ,31.0,2.2,503.3
EP-2512074312,PF675184,ケルビン卿,45.0,2.99,487.4
EP-2512074313,P2A636D5,ラザフォード,37.0,2.8,596.0
EP-2512074760,P6841A63,永田豊志,48.0,3.38,483.4
EP-2512074762,PD0B53A1,奥谷禮子,60.0,1.71,501.6
EP-2512074763,P87B049E,田中道昭,50.0,3.38,513.7
EP-251201108,P32C0157,小野寺昭,45.0,3.38,497.3
EP-2512072191,P22E43D4,里見浩太朗,40.0,2.0,540.3
EP-2512072194,P4822C24,岡田茉莉子,25.0,1.71,511.2
EP-2512072196,PC16C124,渡瀬恒彦,35.0,3.38,498.2
EP-2512072206,PF6FEC9F,唐十郎,45.0,1.59,490.2
EP-2512072207,PF61CDDE,佐藤信,40.0,1.71,497.9
EP-2512072208,P88D6FF1,キムラ緑子,45.0,3.38,544.3
EP-2512072163,P67E9352,清水崇,35.0,3.38,505.6
EP-2512072166,P1B3F08F,ロイ・リキテンスタイン,40.0,3.38,495.6
EP-2512072172,P8253169,田原桂一,45.0,1.71,515.2
EP-2512072173,P99B3638,白井晟一,50.0,2.09,550.3
EP-2512072174,P4A3EA93,豊島圓山,40.0,2.12,497.5
EP-2512072177,PC5338E2,石山修武,48.0,2.38,505.1
EP-2512072180,PC1DDB13,河原温,40.0,3.08,528.9
EP-2512072181,PA18E15D,桐竹勘十郎,55.0,2.0,499.2
EP-2512072189,PA45D5C6,ポール・セザンヌ,45.0,3.17,560.0
EP-2512072840,P183011C,中田カウス・ボタン,45.0,2.0,485.9
EP-2512074208,PC2CE11D,落合恵子,50.0,3.18,560.1
EP-2512074215,PFBA5F35,ラルフ・ネーダー,40.0,3.38,492.3
EP-2512074221,P91C4D08,岸井成格,60.0,2.8,513.2
EP-2512074222,PBBFFF57,与良正男,53.0,1.71,497.0
EP-2512074226,PE59865D,宮崎哲弥,45.0,3.08,556.1
EP-2512073331,PB88D8B6,白鳥庫吉,50.0,1.71,496.9
EP-2512073339,PA7FB1C5,ブレーズ・パスカル,30.0,2.79,505.2
EP-2512073341,P5B5F63A,辻村みちよ,45.0,3.18,540.1
EP-2512073342,P9B289C7,古畑種基,45.0,1.71,482.1
EP-2512073343,P4A6D883,田宮博,50.0,3.38,558.9
EP-2512073344,PDEFDE1F,秋月康夫,42.0,2.8,494.5
EP-2512073345,PA4B1EBF,木原均,38.0,2.0,497.6
EP-2512073350,P2663ACE,カール・フリードリヒ・ガウス,30.0,2.2,528.6
EP-2512073351,PCDD9E44,ジャン＝バティスト・ラマルク,45.0,2.79,548.9
EP-2512073354,P024D682,ウィリアム・ペン,40.0,2.79,492.1
EP-251201114,P6A38452,愛知敬一,50.0,1.71,565.4
EP-2512074642,PD4874BF,ガリレイ,45.0,2.2,515.9
EP-2512074646,PCD43A52,中村祐輔,50.0,3.38,541.1
EP-2512074650,PC3B97EF,大島まり,45.0,1.71,541.3
EP-2512074654,PC4A5217,横山広美,40.0,2.8,514.2
EP-2512074655,P1C3CC6E,鈴木康夫,50.0,1.42,506.3
EP-2512072159,P905689A,田中将斗,26.0,2.79,491.5
EP-251201116,P0F31D14,アンパンマンのやなせたかし,35.0,2.8,542.9
EP-2512073636,P6B38CBD,ジミー・スミス,38.0,3.08,538.7
EP-2512074839,P51046BE,マーク・シャガール,40.0,3.38,543.2
EP-2512074841,P56D01AB,千宗易,55.0,1.62,394.4
EP-2512074851,P9F25D74,横田明子,35.0,2.47,484.3
EP-2512074853,PB15394F,五味康祐,42.0,3.46,500.9
EP-2512072026,PDE15001,オリエンタルラジオ・藤森慎吾,30.0,3.38,488.2
EP-2512074272,P9C3176B,永楽雅行,52.0,2.58,517.0
EP-2512074276,PE9B63B9,金川千尋,58.0,3.38,489.7
EP-2512074283,P19764BC,キヤノン御手洗毅,38.0,3.38,517.2
EP-2512074284,P77D5796,大塚製薬大塚明彦,44.0,3.18,601.7
EP-2512074586,P297EDE1,佐伯泰英,50.0,3.38,538.1
EP-2512073922,P0D6F8CE,萩原雅紀,40.0,2.96,615.6
EP-2512073924,P1608C10,堀江敏雄,42.0,2.8,554.6
EP-2512073931,PC325994,ウィル・スティーガー,41.0,2.8,534.9
EP-2512075357,P5764533,夏川結衣,35.0,3.38,518.3
EP-2512075368,P9F0BC7E,タラジ・P・ヘンソン,48.0,2.8,493.2
EP-2512073104,PDEB54C9,川喜田愛郎,45.0,2.8,585.2
EP-2512073107,P2F4927C,ハンス・クリスチャン・エルステッド,43.0,3.07,567.5
EP-2512073113,P18952D2,南部英雄,39.0,1.92,531.8
EP-2512073114,P9B4B33E,津田敏雄,44.0,2.8,549.0
EP-2512073115,P00BCE55,中西準子,48.0,3.18,513.9
EP-2512073120,P887E5E4,小谷元子,41.0,3.38,547.5
EP-2512075310,P9199A9C,森川智之,45.0,2.8,578.4
EP-2512075311,P8CC692D,坂井久太,45.0,3.38,541.4
EP-2512071959,PD461C55,ロッシーニ,39.0,3.46,529.5
EP-2512071966,P22E71CD,長塚節,35.0,2.09,495.5
EP-2512071969,P69C28D7,荒俣宏,40.0,3.38,499.4
EP-2512071986,PB1893D4,草薙素子,38.0,3.18,542.3
EP-2512074706,P39AE4DB,ピョートル・チャイコフスキー,40.0,3.29,579.3
EP-2512074707,P44173BB,アントニン・ドヴォルザーク,45.0,3.07,517.2
EP-2512074709,P95C70C7,岩沢厚治,35.0,2.8,488.3
EP-2512075113,PA98B84E,幸徳秋水,35.0,3.18,532.9
EP-2512075115,PC128315,加藤友三郎,58.0,3.18,528.0
EP-2512075116,PD9621E0,濱口雄幸,55.0,2.09,494.2
EP-2512075118,PF03C86E,鈴木貫太郎,65.0,2.68,509.4
EP-2512075119,PFECFD4A,東久邇宮稔彦王,58.0,1.71,486.8
EP-2512075123,P613526B,海部俊樹,59.0,2.0,481.3
EP-2512071931,P4B12654,堀浩一,35.0,3.38,521.3
EP-2512071932,PC171A40,山中竹春,50.0,3.38,493.3
EP-2512071934,P8210F16,ヤン・ルカン,35.0,3.38,558.8
EP-2512071945,P044FCE8,大澤真幸,42.0,3.38,519.6
EP-2512071947,P9B15FF5,佐々木力,50.0,2.8,481.9
EP-2512071949,PFFDC679,古田武彦,52.0,3.0,557.8
EP-2512075059,P58314FD,萩原健太郎,38.0,1.92,500.0
EP-2512075062,PEC3400B,勝呂誉,40.0,2.8,527.8
EP-2512073728,PCEF2385,桂枝雌,50.0,2.38,537.1
EP-2512073742,P0F8C815,笑福亭笑瓶,35.0,3.08,507.9
EP-251201133,P62EC0A6,樫尾忠雄,40.0,2.8,597.3
EP-2512073843,PEE22A16,竹中藤右衛門,35.0,2.29,496.3
EP-2512073855,PB070B48,西條恭介,43.0,2.7,516.8
EP-2512073860,P0A0D213,藤井隆太,42.0,3.38,504.9
EP-2512075024,P1C834CB,契沖,60.0,1.0,486.2
EP-2512075025,P6D895BF,スキピオ,35.0,2.79,392.3
EP-2512075026,PBB0FB41,ハムラビ,40.0,2.99,517.3
EP-2512075033,P01046A9,ギベルティ,45.0,3.17,572.0
EP-2512075035,PF0CF223,ボッカッチョ,40.0,2.2,490.2
EP-2512074252,P6A59CEC,細川昌彦,48.0,3.38,532.3
EP-2512074255,P612318F,橋本和仁,55.0,1.71,543.8
EP-2512074258,PF953BCC,清水孝雄,47.0,1.71,567.3
EP-2512074259,PE403CB7,平尾公彦,53.0,2.8,513.8
EP-2512074264,PEED4334,竹内純,42.0,2.29,570.1
EP-2512074268,P9DA883C,リロイ・フッド,45.0,3.38,494.8
EP-2512071909,P89B94E7,波田陽区,35.0,3.38,617.5
EP-2512071911,P31DC47F,エスパー伊東,45.0,3.38,511.1
EP-2512071920,P2EB4B3D,コロッケ,45.0,3.18,517.1
EP-251201139,PFEB370F,一条ゆかり,32.0,3.38,503.8
EP-2512075011,PCA263CB,ジャコメッティ,45.0,3.18,589.3
EP-2512075012,P9418C6B,原田芳雄,45.0,2.8,507.1
EP-251201140,PF672F27,曽野綾子,55.0,2.8,542.2
EP-2512075559,P8B5DA87,鈴木善幸,68.0,2.09,502.3
EP-2512075562,P65E5830,扇千景,55.0,2.8,388.2
EP-2512075563,P2CD2275,神崎武法,55.0,2.38,531.5
EP-2512075570,PC35BE9A,マリーン・ル・ペン,45.0,3.38,522.5
EP-2512073771,PB9ECF08,横山光昭,45.0,2.0,524.5
EP-2512073772,PD0E7C41,岡本倫,33.0,2.09,533.9
EP-2512073777,P761B3B6,麻宮騎亜,32.0,2.8,492.7
EP-2512073778,PB8CA7D8,士郎正宗,35.0,3.38,486.2
EP-2512073783,PEBEAF82,能登麻美子,31.0,2.0,491.2
EP-2512073787,P8D2EC51,雨宮天,28.0,3.38,556.1
EP-2512073788,PF367E58,幾原邦彦,42.0,2.8,564.0
EP-2512075387,P760A131,ロラン・バルト,50.0,3.0,527.5
EP-2512072045,PD248030,渡辺えり,35.0,2.8,539.4
EP-2512072048,P345A8DF,大滝秀治,45.0,3.38,536.9
EP-2512072058,P1095179,荻野目慶子,35.0,3.46,530.1
EP-2512072066,P28998B2,小林稔侍,50.0,2.8,513.2
EP-2512073408,PDF338E0,西井孝明,46.0,2.8,513.8
EP-2512073412,PD6BC0D4,糸山英太郎,40.0,2.8,530.8
EP-2512073413,P07E4852,近江商人,40.0,2.0,527.6
EP-2512073425,PE1433BC,ナデラ,47.0,3.46,557.5
EP-2512073428,P2EF58CE,オプラ,35.0,2.8,500.2
EP-2512075751,P1257C61,ジェシカ・アルバ,30.0,3.38,499.7
EP-2512072365,PB580F49,狩野探幽,40.0,1.0,514.2
EP-2512072366,P95F2CE6,酒井抱一,45.0,1.62,493.2
EP-2512072379,PC34C8DD,岡本茜,35.0,3.18,518.5
EP-2512072382,PF6CA1E8,杉田二郎,32.0,2.09,560.4
EP-2512072385,P39E47CE,谷内六郎,45.0,3.18,524.6
EP-2512072392,PEB13164,富岡鉄斎,65.0,2.38,494.6
EP-2512074721,P0AC7122,清水エスパルス,30.0,3.38,523.1
EP-2512074724,P46238A6,東海大学相模,18.0,3.19,531.7
EP-2512074739,PB470CEC,アントニオ・マルガリート,29.0,3.26,512.5
EP-2512074399,P8ACC953,ジェームズ・メンデルソン,38.0,1.0,534.7
EP-2512074405,P2A18ED4,モンテッソーリ,42.0,3.38,538.9
EP-2512074409,PF338CBC,ピンカー,45.0,2.88,507.2
EP-2512074414,P14948FB,ロバート・ボイル,35.0,2.7,493.7
EP-2512072484,PBC85A4B,ルドルフ・ディーゼル,39.0,3.07,488.9
EP-2512072486,P43C052B,ポール・ディラック,26.0,3.38,487.0
EP-2512072494,P25678E9,オリヴァー・ヘヴィサイド,40.0,3.27,517.1
EP-2512072496,PB1277E1,ヴィルヘルム・レントゲン,50.0,2.2,510.8
EP-2512072497,P9CC4D67,関口忠雄,38.0,1.21,371.2
EP-2512072499,P59ABA37,三宅久之,44.0,2.8,555.5
EP-2512072500,PE810847,石川島播磨重工創業者,43.0,2.8,517.5
EP-2512072501,P3E38513,永島敏行,35.0,2.47,543.1
EP-2512072502,P408B7F2,コペルニクス,45.0,2.2,526.8
EP-2512072689,P08DB69B,石田雄,45.0,1.71,498.9
EP-2512072695,PB252E51,頼山陽,47.0,3.2,478.9
EP-2512072697,P52690D0,大杉栄,38.0,1.71,534.2
EP-2512072698,P23F89E2,堺利彦,42.0,3.18,576.0
EP-2512072702,P391FDF1,森戸辰男,50.0,1.71,481.4
EP-2512072706,PD3171DB,サミュエル・アダムズ,53.0,2.79,377.8
EP-2512072709,P9C0420F,ヘンリー・クレイ,50.0,3.37,522.5
EP-2512075620,P267FDAD,ジミー・キンメル,48.0,3.38,487.5
EP-2512075732,P52C9D5D,宮沢氷魚,28.0,2.8,508.0
EP-251201155,PFDEDFF7,吉本興業,45.0,2.58,511.8
EP-2512074805,P83DC4C5,岸本加世子,40.0,3.38,552.5
EP-251201156,P642FD1C,山内一豊,45.0,1.9,547.4
EP-2512074185,P20EEC3C,岩崎弥次郎,38.0,1.0,384.4
EP-2512074187,PD6A23A9,安田善助,33.0,2.7,511.3
EP-2512074190,PFBE94A8,古河市太郎,39.0,2.8,506.5
EP-2512074193,P98DED2E,鹿島岩蔵,43.0,1.0,488.3
EP-2512074194,P991CDB0,清水満之助,38.0,1.0,505.4
EP-2512074197,P0492139,ジョン・ワナメーカー,32.0,2.2,481.2
EP-2512074202,P1128B8F,フランク・ウールワース,34.0,3.46,550.0
EP-2512074543,P0381798,フランクリン・デラノ・ルーズベルト,50.0,3.08,538.0
EP-2512074547,PC95A729,カント,57.0,3.2,523.4
EP-2512074548,P8FD12F8,ヘーゲル,37.0,2.58,518.0
EP-2512074549,PE7A1C7A,山本五十六,57.0,3.38,481.9
EP-2512074554,PACCBCDD,藤原不比等,50.0,2.7,539.7
EP-2512074560,PECBCC24,運慶,45.0,1.92,503.9
EP-2512074143,P14EECE4,上村松篁,55.0,3.38,523.3
EP-2512074144,P4AD484F,小山敬三,48.0,1.71,547.2
EP-2512074145,P670986B,中川一政,60.0,3.18,488.3
EP-2512074146,P7B6C392,三岸節子,55.0,3.38,501.0
EP-2512074150,P88E5186,森本千絵,40.0,2.8,499.8
EP-2512074157,PE47F313,川合玉堂,52.0,3.19,529.4
EP-2512074159,PCF5D9BF,ヨハン・セバスティアン・バッハ,50.0,2.79,523.3
EP-2512075036,P9053D90,檀一雄,45.0,2.8,568.7
EP-2512075037,PAA5BB03,尾崎一雄,47.0,1.71,510.1
EP-2512075038,P65B62B0,幸田文,52.0,3.0,479.5
EP-2512075039,P409AC83,海音寺潮五郎,49.0,3.0,511.4
EP-2512075040,PEBEFDDA,隆慶一郎,58.0,2.09,513.1
EP-2512074010,P59B805B,織田哲郎,32.0,3.18,483.3
EP-2512074026,P4B47114,原田真二,22.0,2.8,491.0
EP-251201161,PF5DF14E,高峰秀樹,45.0,2.98,489.6
EP-2512072795,P226D353,竹内英二,52.0,2.79,567.9
EP-2512072798,P3B2979D,大場義晴,50.0,1.0,491.8
